index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
782,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,eng,Famous,4.42,66079,fiction,343.85,0,2.99,907,"Amazon Digital Services,  Inc.",2943
784,2003,Blankets,Craig Thompson,eng,Excellent,4.06,70454,fiction,343.85,0,2.99,909,"Amazon Digital Services,  Inc.",2943
785,2008,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382,nonfiction,343.85,0,2.99,910,"Amazon Digital Services,  Inc.",2943
786,2000,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768,fiction,573.85,0,4.99,911,"Amazon Digital Services,  Inc.",2916
787,1971,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295,nonfiction,343.85,206.31,2.99,913,HarperCollins Publishers,2916
788,1992,All the Pretty Horses,Cormac McCarthy,eng,Intermediate,3.97,68451,fiction,458.85,0,3.99,914,"Amazon Digital Services,  Inc.",2916
789,1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",Unknown,Famous,4.46,66857,nonfiction,1263.85,758.31,10.99,914,Random House LLC,2916
791,1968,The Last Unicorn,Peter S. Beagle,eng,Excellent,4.18,76277,fiction,343.85,0,2.99,916,"Amazon Digital Services,  Inc.",2916
792,2005,Magyk,Angie Sage,eng,Intermediate,3.8,86805,fiction,343.85,206.31,2.99,917,"Amazon Digital Services,  Inc.",2916
793,2000,Fever 1793,Laurie Halse Anderson,en-US,Intermediate,3.89,81945,fiction,458.85,0,3.99,918,"Amazon Digital Services,  Inc.",2916
794,2008,The Likeness,Tana French,eng,Excellent,4.05,72480,fiction,803.85,482.31,6.99,920,Penguin Group (USA) LLC,2916
795,2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439,fiction,930.35,558.21,8.09,921,Penguin Group (USA) LLC,2916
797,2013,I Am Pilgrim,Terry Hayes,eng,Excellent,4.23,49740,fiction,573.85,344.31,4.99,924,"Amazon Digital Services,  Inc.",2916
798,1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",eng,Excellent,4.14,71968,nonfiction,1269.6,761.76,11.04,926,HarperCollins Publishers,2916
799,1997,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324,fiction,884.35,530.61,7.69,927,Random House LLC,2916
800,2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816,fiction,113.85,68.31,0.99,930,"Amazon Digital Services,  Inc.",2916
801,1992,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426,nonfiction,573.85,344.31,4.99,931,Simon and Schuster Digital Sales Inc,2916
802,2003,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335,fiction,573.85,344.31,4.99,933,Macmillan,2916
804,2005,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417,fiction,343.85,0,2.99,937,"Amazon Digital Services,  Inc.",2916
805,2007,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514,fiction,910.86,546.516,7.99,938,"Amazon Digital Services,  Inc.",2916
806,2004,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186,fiction,1366.86,820.116,11.99,939,Penguin Group (USA) LLC,2916
808,1980,The Mist,Stephen King,en-US,Intermediate,3.92,82062,nonfiction,340.86,204.516,2.99,943,"Amazon Digital Services,  Inc.",2916
809,2005,Dead Beat,Jim Butcher,eng,Famous,4.43,78123,fiction,568.86,0,4.99,944,"Amazon Digital Services,  Inc.",2916
810,2015,Golden Son,Pierce Brown,eng,Famous,4.46,57614,fiction,112.86,0,0.99,946,"Amazon Digital Services,  Inc.",2916
811,2002,Night Watch,Terry Pratchett,eng,Famous,4.47,71271,nonfiction,910.86,546.516,7.99,947,"Amazon Digital Services,  Inc.",2916
812,1986,The Light Fantastic,Terry Pratchett,en-US,Intermediate,3.94,75196,nonfiction,112.86,67.716,0.99,949,"Amazon Digital Services,  Inc.",2916
813,2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277,fiction,876.66,525.996,7.69,950,Random House LLC,2916
814,2015,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737,fiction,226.86,0,1.99,952,"Amazon Digital Services,  Inc.",2916
815,2008,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068,fiction,568.86,341.316,4.99,952,Macmillan,2916
816,2014,Revival,Stephen King,en-US,Intermediate,3.75,53662,fiction,568.86,0,4.99,953,"Amazon Digital Services,  Inc.",2916
817,1954,Horton Hears a Who!,Dr. Seuss,eng,Excellent,4.16,80883,fiction,112.86,67.716,0.99,955,"Amazon Digital Services,  Inc.",2916
818,2006,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792,children,226.86,136.116,1.99,956,HarperCollins Publishers,2889
819,2001,Lirael,Garth Nix,en-US,Excellent,4.29,78903,fiction,876.66,525.996,7.69,957,Penguin Group (USA) LLC,2889
820,2006,School's Out Forever,James Patterson,en-US,Excellent,4.16,90157,fiction,340.86,204.516,2.99,958,"Amazon Digital Services,  Inc.",2889
822,2015,Winter,Marissa Meyer,eng,Famous,4.49,100464,nonfiction,397.86,0,3.49,961,"Amazon Digital Services,  Inc.",2889
824,2012,Emily Seife,Emily Seife,en-US,Famous,4.4,67264,fiction,340.86,0,2.99,963,"Amazon Digital Services,  Inc.",2889
825,2008,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416,fiction,454.86,272.916,3.99,966,"Amazon Digital Services,  Inc.",2889
827,2005,One Shot,Lee Child,eng,Excellent,4.2,63335,fiction,340.86,204.516,2.99,968,Simon and Schuster Digital Sales Inc,2889
828,2012,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,82757,fiction,345.42,0,3.03,968,"Amazon Digital Services,  Inc.",2889
829,2008,Duma Key,Stephen King,en-US,Intermediate,3.93,73807,fiction,844.74,506.844,7.41,969,Macmillan,2889
830,2006,The Shifting Fog,Kate Morton,eng,Intermediate,3.93,69948,fiction,228,0,2,970,"Amazon Digital Services,  Inc.",2889
831,2000,Robert Jordan,Robert Jordan,en-US,Intermediate,3.92,71355,fiction,597.36,358.416,5.24,970,"Amazon Digital Services,  Inc.",2889
832,2006,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133,fiction,778.62,467.172,6.83,971,Simon and Schuster Digital Sales Inc,2889
834,1940,The Heart is a Lonely Hunter,Carson McCullers,eng,Intermediate,3.97,67643,fiction,454.86,0,3.99,972,"Amazon Digital Services,  Inc.",2889
835,2014,The Infinite Sea,Rick Yancey,eng,Intermediate,3.94,78314,fiction,454.86,0,3.99,973,"Amazon Digital Services,  Inc.",2889
836,1958,The Once and Future King,T.H. White,eng,Excellent,4.08,76911,nonfiction,746.7,448.02,6.55,973,Macmillan,2889
837,1992,Small Gods,Terry Pratchett,en-GB,Excellent,4.27,72588,fiction,1220.4,732.24,10.8,977,HarperCollins Publishers,2889
838,1999,"Bud, Not Buddy",Christopher Paul Curtis,eng,Intermediate,3.89,73000,fiction,431.66,258.996,3.82,980,"Amazon Digital Services,  Inc.",2889
839,2006,Alison Bechdel,Alison Bechdel,eng,Excellent,4.12,48305,fiction,902.87,541.722,7.99,981,Hachette Book Group,2889
840,2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en-US,Excellent,4.1,61496,fiction,563.87,0,4.99,982,"Amazon Digital Services,  Inc.",2889
842,1980,The Indian in the Cupboard,Lynne Reid Banks,eng,Intermediate,3.89,77046,fiction,450.87,0,3.99,985,"Amazon Digital Services,  Inc.",2889
843,2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",eng,Famous,4.5,68410,fiction,450.87,0,3.99,986,"Amazon Digital Services,  Inc.",2889
844,2012,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270,nonfiction,1241.87,745.122,10.99,988,Random House LLC,2889
845,2010,The Ugly Truth,Jeff Kinney,en-US,Excellent,4.16,68701,nonfiction,111.87,67.122,0.99,990,"Amazon Digital Services,  Inc.",2889
846,2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,Unknown,Excellent,4.34,63691,fiction,169.5,101.7,1.5,992,HarperCollins Publishers,2889
847,1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,eng,Intermediate,3.84,71411,fiction,450.87,270.522,3.99,993,Simon and Schuster Digital Sales Inc,2862
848,2002,2nd Chance,"James Patterson, Andrew Gross",eng,Excellent,4.01,68834,fiction,1388.77,833.262,12.29,993,HarperCollins Publishers,2862
849,1986,The Complete Maus,Art Spiegelman,en-GB,Famous,4.53,76785,nonfiction,111.87,67.122,0.99,994,"Amazon Digital Services,  Inc.",2862
850,2001,The Eyre Affair,Jasper Fforde,en-US,Intermediate,3.92,85683,nonfiction,111.87,67.122,0.99,995,"Amazon Digital Services,  Inc.",2862
851,1989,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",en-GB,Excellent,4.17,61842,fiction,111.87,0,0.99,996,"Amazon Digital Services,  Inc.",2862
852,1978,"Louis Sachar, Adam McCauley","Louis Sachar, Adam McCauley",eng,Excellent,4.14,74121,fiction,864.45,518.67,7.65,997,Penguin Group (USA) LLC,2862
853,1998,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",eng,Excellent,4.14,61498,nonfiction,1327.75,796.65,11.75,1000,Random House LLC,2862
854,2014,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151,fiction,781.96,469.176,6.92,1001,Random House LLC,2862
855,1998,Black and Blue,Anna Quindlen,eng,Intermediate,3.86,67753,fiction,450.87,270.522,3.99,1001,"Amazon Digital Services,  Inc.",2862
856,2010,"L.J. Smith, Kevin Williamson, Julie Plec","L.J. Smith, Kevin Williamson, Julie Plec",en-US,Excellent,4.1,59715,fiction,337.87,0,2.99,1004,"Amazon Digital Services,  Inc.",2862
857,2004,The Last Juror,John Grisham,eng,Intermediate,3.85,63114,nonfiction,970.67,582.402,8.59,1005,Penguin Group (USA) LLC,2862
858,2003,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428,fiction,1015.87,609.522,8.99,1006,Hachette Book Group,2862
859,2005,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363,fiction,846.37,507.822,7.49,1006,Penguin Group (USA) LLC,2862
860,2005,Tintenblut,"Cornelia Funke, Anthea Bell",eng,Intermediate,3.91,82291,fiction,789.87,473.922,6.99,1007,"Amazon Digital Services,  Inc.",2862
861,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en-US,Intermediate,3.75,56548,fiction,111.87,67.122,0.99,1007,"Amazon Digital Services,  Inc.",2862
862,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,eng,Intermediate,3.99,69087,nonfiction,224.87,134.922,1.99,1008,"Amazon Digital Services,  Inc.",2862
863,2007,White Night,Jim Butcher,en-US,Famous,4.41,73534,fiction,111.87,67.122,0.99,1009,"Amazon Digital Services,  Inc.",2862
864,2014,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344,fiction,224.87,134.922,1.99,1010,HarperCollins Publishers,2862
865,1984,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",en-US,Excellent,4.03,76219,nonfiction,992.14,595.284,8.78,1011,Simon and Schuster Digital Sales Inc,2862
866,2006,The Lost Colony,Eoin Colfer,en-US,Excellent,4.01,103844,nonfiction,282.5,169.5,2.5,1012,"Amazon Digital Services,  Inc.",2862
867,2006,Extras,Scott Westerfeld,en-US,Intermediate,3.59,85873,fiction,110.88,66.528,0.99,1013,"Amazon Digital Services,  Inc.",2862
868,2005,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156,nonfiction,838.88,503.328,7.49,1015,Macmillan,2862
869,2014,The Book of Life,Deborah Harkness,eng,Excellent,4.15,63027,fiction,334.88,0,2.99,1019,"Amazon Digital Services,  Inc.",2862
870,1992,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,eng,Intermediate,3.89,66049,fiction,670.88,0,5.99,1020,"Amazon Digital Services,  Inc.",4480
871,1992,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",eng,Excellent,4.2,78487,nonfiction,334.88,200.928,2.99,1020,"Amazon Digital Services,  Inc.",4480
872,2009,Horns,Joe Hill,en-US,Intermediate,3.92,66287,nonfiction,334.88,200.928,2.99,1022,Hachette Book Group,4480
873,2011,Catherine the Great: Portrait of a Woman,Robert K. Massie,en-CA,Intermediate,3.91,66591,fiction,110.88,0,0.99,1023,"Amazon Digital Services,  Inc.",4480
874,2009,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597,fiction,894.88,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,4480
875,2009,Winter Garden,Kristin Hannah,en-GB,Excellent,4.13,66577,fiction,334.88,0,2.99,1027,"Amazon Digital Services,  Inc.",4480
876,2003,The King of Torts,John Grisham,eng,Intermediate,3.67,61835,nonfiction,670.88,402.528,5.99,1027,HarperCollins Publishers,4480
877,2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",eng,Excellent,4.34,46551,fiction,446.88,0,3.99,1030,"Amazon Digital Services,  Inc.",4440
878,2008,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331,fiction,894.88,536.928,7.99,1032,Random House LLC,4440
879,1926,The Murder of Roger Ackroyd,Agatha Christie,eng,Excellent,4.2,71354,nonfiction,842.24,505.344,7.52,1032,"Amazon Digital Services,  Inc.",4440
880,1940,Native Son ,Richard Wright,eng,Intermediate,3.96,66194,fiction,334.88,0,2.99,1033,"Amazon Digital Services,  Inc.",4440
881,2008,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390,fiction,1326.08,795.648,11.84,1033,Random House LLC,4440
882,2011,Under the Never Sky,Veronica Rossi,en-GB,Excellent,4.01,74029,fiction,446.88,0,3.99,1034,"Amazon Digital Services,  Inc.",4440
883,2003,True Believer,Nicholas Sparks,en-US,Intermediate,3.8,62840,fiction,558.88,0,4.99,1035,"Amazon Digital Services,  Inc.",4440
885,2012,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929,fiction,1230.88,738.528,10.99,1037,Penguin Group (USA) LLC,4440
886,2008,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342,fiction,558.88,335.328,4.99,1042,Random House LLC,4440
887,1983,Magician's Gambit,David Eddings,Unknown,Excellent,4.13,69616,fiction,334.88,0,2.99,1042,"Amazon Digital Services,  Inc.",4440
888,2009,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin","Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",eng,Famous,4.43,57279,fiction,838.88,503.328,7.49,1043,Penguin Group (USA) LLC,4440
889,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,eng,Excellent,4.15,64391,fiction,334.88,200.928,2.99,1044,HarperCollins Publishers,4440
890,2005,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843,nonfiction,446.88,268.128,3.99,1046,Hachette Book Group,4440
891,1993,Out from Boneville,"Jeff Smith, Steve Hamaker",eng,Excellent,4.16,62330,fiction,670.88,0,5.99,1048,"Amazon Digital Services,  Inc.",4400
892,1995,Rose Madder,Stephen King,eng,Intermediate,3.66,70921,fiction,222.88,133.728,1.99,1049,Simon and Schuster Digital Sales Inc,4400
893,1998,"Die Trying (Jack Reacher, #2)",Lee Child,en-US,Intermediate,4,62128,fiction,334.88,200.928,2.99,1050,Macmillan,4400
894,2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en-US,Intermediate,3.95,69709,fiction,222.88,133.728,1.99,1050,Hachette Book Group,4400
895,1999,Keeping Faith,Jodi Picoult,Unknown,Intermediate,3.79,62405,fiction,109.89,0,0.99,1052,"Amazon Digital Services,  Inc.",4400
896,2007,Heart-Shaped Box,Joe Hill,en-US,Intermediate,3.82,65005,fiction,331.89,0,2.99,1052,"Amazon Digital Services,  Inc.",4400
897,2010,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347,nonfiction,1330.89,798.534,11.99,1053,Penguin Group (USA) LLC,4400
898,2008,Brent Weeks,Brent Weeks,eng,Excellent,4.29,64961,fiction,442.89,0,3.99,1054,"Amazon Digital Services,  Inc.",4400
899,2005,Everyone Worth Knowing,Lauren Weisberger,en-US,Novice,3.39,59932,fiction,109.89,0,0.99,1055,"Amazon Digital Services,  Inc.",4400
900,1986,Redwall,Brian Jacques,eng,Excellent,4.11,73918,fiction,331.89,0,2.99,1056,"Amazon Digital Services,  Inc.",4400
902,2016,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541,nonfiction,109.89,65.934,0.99,1058,"Amazon Digital Services,  Inc.",4400
904,1979,Sophie's Choice,William Styron,eng,Excellent,4.18,66923,nonfiction,220.89,132.534,1.99,1059,"Amazon Digital Services,  Inc.",4400
905,2004,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007,fiction,331.89,0,2.99,1059,"Amazon Digital Services,  Inc.",4400
906,2010,The Iron Daughter,Julie Kagawa,eng,Excellent,4.13,93340,fiction,331.89,0,2.99,1060,"Amazon Digital Services,  Inc.",4400
907,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468,nonfiction,899.1,539.46,8.1,1061,"Amazon Digital Services,  Inc.",4400
908,2012,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296,fiction,1314.24,788.544,11.84,1062,Random House LLC,4400
909,2009,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002,nonfiction,220.89,132.534,1.99,1066,Hachette Book Group,4400
910,2006,My Life in France,"Julia Child, Alex Prud'Homme",eng,Excellent,4.16,63100,fiction,1330.89,798.534,11.99,1066,Penguin Group (USA) LLC,4400
911,2014,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308,fiction,1225.44,735.264,11.04,1068,Macmillan,4360
912,2011,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158,fiction,109.89,65.934,0.99,1069,"Amazon Digital Services,  Inc.",4360
913,1982,Ham on Rye,Charles Bukowski,Unknown,Excellent,4.16,54140,fiction,196.47,0,1.77,1071,"Amazon Digital Services,  Inc.",4360
914,2001,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,79264,nonfiction,109.89,0,0.99,1072,"Amazon Digital Services,  Inc.",4360
915,2003,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Unknown,Intermediate,3.81,53384,fiction,109.89,0,0.99,1073,"Amazon Digital Services,  Inc.",4360
916,1941,Make Way for Ducklings,Robert McCloskey,Unknown,Excellent,4.21,70704,nonfiction,637.14,382.284,5.74,1074,HarperCollins Publishers,4360
917,1995,Relic,"Douglas Preston, Lincoln Child",eng,Excellent,4.01,68011,fiction,858.03,514.818,7.73,1075,Hachette Book Group,4360
918,1995,Notes from a Small Island,Bill Bryson,eng,Intermediate,3.91,66947,fiction,442.89,0,3.99,1076,"Amazon Digital Services,  Inc.",4360
919,2008,Small Favor,Jim Butcher,en-US,Famous,4.43,70029,nonfiction,1219.89,731.934,10.99,1077,Random House LLC,4360
920,2009,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,Famous,4.43,57764,fiction,331.89,0,2.99,1078,"Amazon Digital Services,  Inc.",4360
921,2005,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470,fiction,1414.14,848.484,12.74,1080,Simon and Schuster Digital Sales Inc,4360
922,2015,"Everything, Everything","Nicola Yoon, David Yoon",eng,Excellent,4.11,132552,fiction,331.89,0,2.99,1081,"Amazon Digital Services,  Inc.",4360
923,1912,Pygmalion,George Bernard Shaw,en-US,Intermediate,3.9,70079,fiction,331.89,0,2.99,1082,"Amazon Digital Services,  Inc.",4360
924,2012,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078,fiction,109.89,65.934,0.99,1085,"Amazon Digital Services,  Inc.",4360
925,2008,Grip of the Shadow Plague,Brandon Mull,eng,Excellent,4.26,65638,fiction,548.9,0,4.99,1089,"Amazon Digital Services,  Inc.",4360
926,1999,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093,nonfiction,1098.9,659.34,9.99,1090,"Amazon Digital Services,  Inc.",4360
928,2004,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219,fiction,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4320
929,2000,Down Under,Bill Bryson,eng,Excellent,4.05,58688,fiction,438.9,0,3.99,1093,"Amazon Digital Services,  Inc.",4320
931,2012,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765,fiction,108.9,65.34,0.99,1097,Macmillan,4320
932,1984,Enchanters' End Game,David Eddings,en-US,Excellent,4.17,69134,fiction,438.9,0,3.99,1098,"Amazon Digital Services,  Inc.",4320
933,2003,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,Excellent,4.36,71353,nonfiction,108.9,0,0.99,1099,"Amazon Digital Services,  Inc.",4320
934,1967,The Chosen,Chaim Potok,eng,Excellent,4.03,70701,fiction,218.9,131.34,1.99,1099,"Amazon Digital Services,  Inc.",4320
935,1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",eng,Excellent,4.09,61256,fiction,438.9,0,3.99,1100,"Amazon Digital Services,  Inc.",4320
937,2004,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236,nonfiction,1208.9,725.34,10.99,1101,Random House LLC,4320
938,1963,Amelia Bedelia,"Peggy Parish, Fritz Siebel",eng,Excellent,4.15,72329,fiction,878.9,527.34,7.99,1102,Penguin Group (USA) LLC,4320
939,2012,This Man,Jodi Ellen Malpas,eng,Excellent,4.13,79461,fiction,108.9,65.34,0.99,1102,"Amazon Digital Services,  Inc.",4320
940,2010,A Dog's Purpose ,W. Bruce Cameron,en-US,Excellent,4.35,65091,fiction,328.9,0,2.99,1105,"Amazon Digital Services,  Inc.",4320
941,2015,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,4.32,45492,fiction,603.9,362.34,5.49,1106,HarperCollins Publishers,4320
942,2008,"Lover Enshrined, part one",J.R. Ward,eng,Excellent,4.12,87432,fiction,988.9,593.34,8.99,1106,Random House LLC,4320
943,2013,The Golem and the Jinni,Helene Wecker,eng,Excellent,4.1,59650,fiction,438.9,0,3.99,1107,"Amazon Digital Services,  Inc.",4320
945,2003,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4,81362,fiction,988.9,593.34,8.99,1111,Penguin Group (USA) LLC,4320
947,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,eng,Excellent,4.12,72504,fiction,548.9,329.34,4.99,1118,"Amazon Digital Services,  Inc.",4280
948,2004,Furies of Calderon ,Jim Butcher,eng,Excellent,4.12,70269,fiction,108.9,0,0.99,1119,"Amazon Digital Services,  Inc.",4280
949,1983,Alanna: The First Adventure,Tamora Pierce,en-US,Excellent,4.27,85699,fiction,1867.8,1120.68,16.98,1119,Penguin Group (USA) LLC,4280
950,2009,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737,nonfiction,416.9,250.14,3.79,1120,HarperCollins Publishers,4280
951,2014,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603,fiction,548.9,0,4.99,1120,"Amazon Digital Services,  Inc.",4280
952,2009,"Lover Enshrined, part two",J.R. Ward,eng,Excellent,4.38,84650,children,493.9,296.34,4.49,1123,Macmillan,4280
953,1990,The Fall of Hyperion,Dan Simmons,eng,Excellent,4.18,63235,nonfiction,641.3,384.78,5.83,1124,Simon and Schuster Digital Sales Inc,4280
954,1987,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412,fiction,1088.91,653.346,9.99,1127,Random House LLC,4280
956,1991,Wild Swans: Three Daughters of China,Jung Chang,en-US,Excellent,4.23,60193,nonfiction,434.91,260.946,3.99,1129,HarperCollins Christian Publishing,4280
957,1961,"Go, Dog. Go!",P.D. Eastman,eng,Excellent,4.08,66360,fiction,1160.85,696.51,10.65,1130,Penguin Group (USA) LLC,4280
958,1937,"Laura Ingalls Wilder, Garth Williams","Laura Ingalls Wilder, Garth Williams",Unknown,Excellent,4.19,74666,fiction,516.66,309.996,4.74,1131,HarperCollins Publishers,4280
959,2015,Finders Keepers,Stephen King,eng,Excellent,4.03,36541,fiction,107.91,0,0.99,1131,"Amazon Digital Services,  Inc.",4280
960,2009,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631,fiction,107.91,64.746,0.99,1132,"Amazon Digital Services,  Inc.",4280
962,1956,Old Yeller,Fred Gipson,en-US,Excellent,4.06,69815,fiction,1502.02,901.212,13.78,1136,Macmillan,4280
963,2007,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869,nonfiction,107.91,64.746,0.99,1137,"Amazon Digital Services,  Inc.",4280
964,2005,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,Unknown,Excellent,4.01,58841,nonfiction,107.91,0,0.99,1138,"Amazon Digital Services,  Inc.",4280
965,2000,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,Famous,4.56,54977,fiction,325.91,0,2.99,1140,"Amazon Digital Services,  Inc.",4280
966,1952,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",Unknown,Excellent,4.02,74820,fiction,706.32,423.792,6.48,1141,Hachette Book Group,4240
967,1999,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063,fiction,216.91,130.146,1.99,1142,Macmillan,4240
968,2016,Jodi Picoult,Jodi Picoult,eng,Excellent,4.35,73745,fiction,1306.91,784.146,11.99,1144,Penguin Group (USA) LLC,4240
970,2003,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504,fiction,598.41,359.046,5.49,1148,Simon and Schuster Digital Sales Inc,4240
971,2012,Days of Blood & Starlight,Laini Taylor,en-CA,Excellent,4.21,85746,fiction,325.91,195.546,2.99,1148,"Amazon Digital Services,  Inc.",4240
972,1984,Jitterbug Perfume,Tom Robbins,eng,Excellent,4.24,48277,fiction,325.91,0,2.99,1148,"Amazon Digital Services,  Inc.",4240
973,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,en-US,Excellent,4.32,60959,fiction,325.91,195.546,2.99,1149,"Amazon Digital Services,  Inc.",4240
974,2012,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886,fiction,620.21,372.126,5.69,1150,Hachette Book Group,4240
975,2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.56,50921,fiction,434.91,0,3.99,1151,"Amazon Digital Services,  Inc.",4240
976,1952,The Power of Positive Thinking,Norman Vincent Peale,eng,Excellent,4.08,52704,fiction,325.91,0,2.99,1152,"Amazon Digital Services,  Inc.",4240
977,2015,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344,fiction,107.91,0,0.99,1153,"Amazon Digital Services,  Inc.",4240
